7157.21;20.91;21.12;21.02;20.64;20.09;20.31;19.60;19.82;19.76;19.60;90.00;91.00;0.00;1.00;1.00;1.00
7157.36;20.91;21.02;20.96;20.64;19.98;20.31;19.49;19.76;19.82;19.60;90.00;91.00;0.00;1.00;1.00;1.00
7157.50;20.91;21.12;20.96;20.64;20.04;20.31;19.54;19.76;19.76;19.60;90.00;91.00;0.00;1.00;1.00;1.00
7157.65;20.85;21.07;20.85;20.69;20.04;20.47;19.49;19.93;19.82;19.60;90.00;90.00;0.00;1.00;1.00;1.00
7157.79;20.91;20.96;20.85;20.64;20.04;20.36;19.43;19.82;19.82;19.54;90.00;90.00;0.00;1.00;1.00;1.00
7157.93;20.96;21.07;20.91;20.64;19.98;20.31;19.60;19.87;19.82;19.60;92.00;91.00;0.00;1.00;1.00;1.00
7158.08;20.96;21.07;21.02;20.69;20.04;20.31;19.49;19.76;19.82;19.49;90.00;91.00;0.00;1.00;1.00;1.00
7158.22;20.96;21.12;20.96;20.64;20.04;20.31;19.54;19.82;19.82;19.54;90.00;91.00;0.00;1.00;1.00;1.00
7158.37;20.91;21.07;20.96;20.64;20.09;20.42;19.54;19.93;19.82;19.65;90.00;90.00;0.00;1.00;1.00;1.00
7158.51;20.96;21.07;20.91;20.64;20.04;20.36;19.49;19.87;19.82;19.54;90.00;91.00;0.00;1.00;1.00;1.00
7158.65;20.91;21.12;20.96;20.64;20.04;20.31;19.54;19.93;19.76;19.60;90.00;91.00;0.00;1.00;1.00;1.00
7158.80;20.91;21.07;20.96;20.64;19.98;20.31;19.49;19.87;19.76;19.54;90.00;91.00;0.00;1.00;1.00;1.00
7158.94;20.85;21.07;20.91;20.69;20.04;20.36;19.65;19.76;19.82;19.60;90.00;91.00;0.00;1.00;1.00;1.00
7159.08;20.91;21.07;21.02;20.58;20.09;20.47;19.54;19.87;19.82;19.60;90.00;90.00;0.00;1.00;1.00;1.00
7159.23;20.91;21.02;20.85;20.53;20.09;20.36;19.43;19.87;19.82;19.54;90.00;90.00;0.00;1.00;1.00;1.00
7159.37;20.91;21.07;20.85;20.58;20.04;20.31;19.54;19.87;19.76;19.54;90.00;91.00;0.00;1.00;1.00;1.00
7159.52;20.91;21.07;21.02;20.64;19.98;20.31;19.54;19.82;19.82;19.54;90.00;91.00;0.00;1.00;1.00;1.00
7159.66;20.91;21.02;20.80;20.69;20.04;20.36;19.54;19.87;19.82;19.60;90.00;91.00;0.00;1.00;1.00;1.00
7159.81;20.85;21.07;20.85;20.58;20.09;20.47;19.49;19.87;19.82;19.60;90.00;91.00;0.00;1.00;1.00;1.00
7159.95;20.91;21.02;20.80;20.58;20.09;20.42;19.49;19.98;19.87;19.54;90.00;90.00;0.00;1.00;1.00;1.00
7160.09;20.91;21.02;20.85;20.64;20.09;20.42;19.49;19.93;19.87;19.54;90.00;90.00;0.00;1.00;1.00;1.00
7160.24;20.96;21.12;20.91;20.64;20.09;20.36;19.54;19.76;19.82;19.60;90.00;91.00;0.00;1.00;1.00;1.00
7160.38;20.91;21.07;20.80;20.58;20.04;20.42;19.49;19.93;19.87;19.54;90.00;93.00;0.00;1.00;1.00;1.00
7160.52;20.91;21.12;20.91;20.64;20.09;20.36;19.60;19.76;19.87;19.54;90.00;91.00;0.00;1.00;1.00;1.00
7160.67;20.85;21.07;20.91;20.64;20.04;20.42;19.54;19.87;19.82;19.54;90.00;91.00;0.00;1.00;1.00;1.00
7160.81;20.85;21.02;20.85;20.69;20.09;20.42;19.49;19.93;19.93;19.54;90.00;90.00;0.00;1.00;1.00;1.00
7160.96;20.91;21.07;20.91;20.58;20.04;20.31;19.54;19.71;19.76;19.60;90.00;91.00;0.00;1.00;1.00;1.00
7161.10;20.96;21.02;20.80;20.64;20.04;20.42;19.49;19.87;19.82;19.60;90.00;92.00;0.00;1.00;1.00;1.00
7161.25;20.91;21.07;20.96;20.64;20.09;20.36;19.54;19.82;19.87;19.49;90.00;91.00;0.00;1.00;1.00;1.00
7161.39;20.85;21.07;20.80;20.64;19.98;20.36;19.49;19.87;19.87;19.60;90.00;91.00;0.00;1.00;1.00;1.00
7161.53;20.85;21.02;20.85;20.58;20.09;20.42;19.49;19.82;19.82;19.49;90.00;90.00;0.00;1.00;1.00;1.00
7161.68;20.91;21.07;20.85;20.58;20.04;20.36;19.49;19.76;19.76;19.54;90.00;91.00;0.00;1.00;1.00;1.00
7161.82;20.96;21.07;20.85;20.69;19.98;20.31;19.49;19.76;19.87;19.54;90.00;90.00;0.00;1.00;1.00;1.00
7161.96;20.91;21.12;20.96;20.64;20.09;20.36;19.60;19.82;19.82;19.60;90.00;91.00;0.00;1.00;1.00;1.00
7162.11;20.96;21.07;20.96;20.64;19.98;20.36;19.54;19.82;19.82;19.60;90.00;91.00;0.00;1.00;1.00;1.00
7162.25;20.91;21.02;20.80;20.64;20.09;20.36;19.49;19.98;19.93;19.54;90.00;90.00;0.00;1.00;1.00;1.00
7162.40;21.02;21.07;20.91;20.58;20.04;20.36;19.43;19.76;19.76;19.60;90.00;90.00;0.00;1.00;1.00;1.00
7162.54;20.96;21.07;20.96;20.64;19.98;20.31;19.60;19.76;19.76;19.54;90.00;91.00;0.00;1.00;1.00;1.00
7162.69;20.96;21.07;21.02;20.64;20.04;20.31;19.60;19.82;19.82;19.54;90.00;91.00;0.00;1.00;1.00;1.00
7162.83;20.91;21.02;21.02;20.64;20.09;20.36;19.54;19.93;19.82;19.54;90.00;91.00;0.00;1.00;1.00;1.00
7162.97;20.85;21.02;20.80;20.64;20.04;20.42;19.43;19.93;19.87;19.65;90.00;90.00;0.00;1.00;1.00;1.00
7163.12;20.96;21.07;20.85;20.58;20.04;20.31;19.49;19.76;19.76;19.60;90.00;90.00;0.00;1.00;1.00;1.00
7163.26;20.91;21.02;20.91;20.64;20.04;20.31;19.54;19.93;19.87;19.60;90.00;91.00;0.00;1.00;1.00;1.00
7163.40;20.96;21.02;20.96;20.58;19.98;20.36;19.60;19.76;19.87;19.49;90.00;91.00;0.00;1.00;1.00;1.00
7163.55;20.91;21.07;20.91;20.64;20.04;20.31;19.60;19.87;19.87;19.54;90.00;91.00;0.00;1.00;1.00;1.00
7163.69;20.91;21.07;20.85;20.64;20.04;20.42;19.49;19.87;19.76;19.54;90.00;90.00;0.00;1.00;1.00;1.00
7163.84;20.91;21.07;20.85;20.58;20.04;20.31;19.49;19.82;19.82;19.60;90.00;90.00;0.00;1.00;1.00;1.00
7163.98;20.96;21.02;20.96;20.58;20.04;20.25;19.54;19.76;19.76;19.54;90.00;91.00;0.00;1.00;1.00;1.00
7164.13;20.91;21.12;20.91;20.58;20.04;20.31;19.54;19.87;19.87;19.60;90.00;91.00;0.00;1.00;1.00;1.00
7164.27;20.91;21.07;20.96;20.64;20.09;20.36;19.60;19.82;19.82;19.49;90.00;91.00;0.00;1.00;1.00;1.00
7164.41;20.91;21.07;20.91;20.58;20.04;20.47;19.54;19.87;19.82;19.60;90.00;91.00;0.00;1.00;1.00;1.00
7164.56;20.85;21.07;20.91;20.58;20.04;20.36;19.54;19.82;19.87;19.54;90.00;91.00;0.00;1.00;1.00;1.00
7164.70;20.96;21.02;20.91;20.58;20.04;20.36;19.54;19.82;19.82;19.60;90.00;91.00;0.00;1.00;1.00;1.00
7164.85;20.96;21.07;20.91;20.58;19.98;20.36;19.65;19.82;19.76;19.60;91.00;91.00;0.00;1.00;1.00;1.00
7164.99;20.96;21.07;20.96;20.64;20.04;20.31;19.54;19.76;19.82;19.60;90.00;91.00;0.00;1.00;1.00;1.00
7165.13;20.85;21.07;20.85;20.58;20.04;20.47;19.54;19.87;19.87;19.60;90.00;90.00;0.00;1.00;1.00;1.00
7165.28;20.85;21.02;20.85;20.58;20.04;20.42;19.49;19.82;19.82;19.65;90.00;91.00;0.00;1.00;1.00;1.00
7165.42;20.91;21.07;20.91;20.53;20.04;20.31;19.54;19.82;19.87;19.60;90.00;91.00;0.00;1.00;1.00;1.00
7165.56;20.91;21.12;20.96;20.64;19.98;20.36;19.49;19.87;19.82;19.65;90.00;91.00;0.00;1.00;1.00;1.00
7165.71;20.91;21.07;20.85;20.58;19.98;20.36;19.49;19.82;19.82;19.49;90.00;90.00;0.00;1.00;1.00;1.00
7165.85;20.91;21.07;20.85;20.53;20.04;20.42;19.54;19.93;19.82;19.65;90.00;91.00;0.00;1.00;1.00;1.00
7166.00;20.85;21.07;20.85;20.58;20.04;20.36;19.49;19.82;19.82;19.54;90.00;90.00;0.00;1.00;1.00;1.00
7166.14;20.85;20.96;20.91;20.58;20.09;20.47;19.43;19.93;19.87;19.49;90.00;90.00;0.00;1.00;1.00;1.00
7166.29;20.91;21.07;20.96;20.58;20.04;20.36;19.54;19.98;19.82;19.60;90.00;91.00;0.00;1.00;1.00;1.00
7166.43;20.91;21.07;20.91;20.58;20.04;20.42;19.49;19.82;19.82;19.60;90.00;90.00;0.00;1.00;1.00;1.00
7166.57;20.96;21.07;20.96;20.58;20.04;20.31;19.54;19.87;19.82;19.54;90.00;91.00;0.00;1.00;1.00;1.00
7166.72;20.85;21.02;20.91;20.58;20.04;20.42;19.49;19.82;19.82;19.54;90.00;91.00;0.00;1.00;1.00;1.00
